,station id,station latitude,station longitude,station name
0,72,40.76727216,-73.99392888,W 52 St & 11 Ave
1,79,40.71911552,-74.00666661,Franklin St & W Broadway
2,82,40.71117416,-74.00016545,St James Pl & Pearl St
3,83,40.68382604,-73.97632328,Atlantic Ave & Fort Greene Pl
4,116,40.74177603,-74.00149746,W 17 St & 8 Ave
5,119,40.69608941,-73.97803415,Park Ave & St Edwards St
6,120,40.68676793,-73.95928168,Lexington Ave & Classon Ave
7,127,40.73172428,-74.00674436,Barrow St & Hudson St
8,128,40.72710258,-74.00297088,MacDougal St & Prince St
9,137,40.761628,-73.972924,E 56 St & Madison Ave
10,143,40.69239502,-73.99337909,Clinton St & Joralemon St
11,144,40.69839895,-73.98068914,Nassau St & Navy St
12,146,40.71625008,-74.0091059,Hudson St & Reade St
13,147,40.71542197,-74.01121978,Greenwich St & Warren St
14,150,40.720873600000004,-73.98085795,E 2 St & Avenue C
15,151,40.7218158,-73.99720307,Cleveland Pl & Spring St
16,152,40.71473993,-74.00910627,Warren St & Church St
17,153,40.75206231,-73.9816324,E 40 St & 5 Ave
18,157,40.69089272,-73.99612349,Henry St & Atlantic Ave
19,160,40.748238,-73.978311,E 37 St & Lexington Ave
20,161,40.72917025,-73.99810231,LaGuardia Pl & W 3 St
21,164,40.75323098,-73.97032517,E 47 St & 2 Ave
22,167,40.7489006,-73.97604882,E 39 St & 3 Ave
23,168,40.73971301,-73.99456405,W 18 St & 6 Ave
24,173,40.76064679,-73.98442659,Broadway & W 49 St
25,174,40.7381765,-73.97738662,E 25 St & 1 Ave
26,195,40.70905623,-74.01043382,Liberty St & Broadway
27,212,40.74334935,-74.00681753,W 16 St & The High Line
28,216,40.70037867,-73.99548059,Columbia Heights & Cranberry St
29,217,40.70277159,-73.99383605,Old Fulton St
30,218,40.69028437,-73.98707105,Gallatin Pl & Livingston St
31,223,40.73781509,-73.99994661,W 13 St & 7 Ave
32,224,40.71146364,-74.00552427,Spruce St & Nassau St
33,225,40.74195138,-74.00803013,W 14 St & The High Line
34,228,40.7546011,-73.97187886,E 48 St & 3 Ave
35,229,40.72743423,-73.99379025,Great Jones St
36,232,40.69597683,-73.99014892,Cadman Plaza E & Tillary St
37,233,40.69475701,-73.99052739,Cadman Plaza W & Pierrepont St
38,236,40.7284186,-73.98713956,St Marks Pl & 2 Ave
39,237,40.73047309,-73.98672378,E 11 St & 2 Ave
40,238,40.7361967,-74.00859207,Bank St & Washington St
41,239,40.69196566,-73.9813018,Willoughby St & Fleet St
42,241,40.68981035,-73.97493121,DeKalb Ave & S Portland Ave
43,242,40.697787,-73.973736,Carlton Ave & Flushing Ave
44,243,40.688226,-73.979382,Fulton St & Rockwell Pl
45,244,40.69196035,-73.96536851,Willoughby Ave & Hall St
46,245,40.69327018,-73.97703874,Myrtle Ave & St Edwards St
47,247,40.73535398,-74.00483091,Perry St & Bleecker St
48,248,40.72185379,-74.00771779,Laight St & Hudson St
49,249,40.71870987,-74.0090009,Harrison St & Hudson St
50,250,40.72456089,-73.99565293,Lafayette St & Jersey St
51,251,40.72317958,-73.99480012,Mott St & Prince St
52,252,40.73226398,-73.99852205,MacDougal St & Washington Sq
53,253,40.73543934,-73.99453948,W 13 St & 5 Ave
54,254,40.73532427,-73.99800419,W 11 St & 6 Ave
55,257,40.71939226,-74.00247214,Lispenard St & Broadway
56,258,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave
57,259,40.70122128,-74.01234218,South St & Whitehall St
58,260,40.70365182,-74.01167797,Broad St & Bridge St
59,261,40.69474881,-73.98362464,Johnson St & Gold St
60,262,40.6917823,-73.97372990000001,Washington Park
61,263,40.717290000000006,-73.996375,Elizabeth St & Hester St
62,264,40.70706456,-74.00731853,Maiden Ln & Pearl St
63,265,40.72229346,-73.99147535,Stanton St & Chrystie St
64,266,40.72368361,-73.97574813,Avenue D & E 8 St
65,267,40.75097711,-73.98765428,Broadway & W 36 St
